Bulls Bridge,GDF-SUEZ Energy Resources,Litchfield,41.6594,-73.4908,34186,0,HYDRO,Connecticut,CT
Capital District Energy Center,Maxim Power Corp,Hartford,41.7639,-72.6925,24199,14038,GAS,Connecticut,CT
Colebrook Hydroelectric,Metropolitan Dist of Hartford,Litchfield,42.0059,-73.0366,4444,0,HYDRO,Connecticut,CT
Cos Cob,NRG Energy,Fairfield,41.0289,-73.5989,1674,2111,OIL,Connecticut,CT
Covanta Bristol Energy,Covanta Energy,Hartford,41.6494,-72.9162,104958,190127,BIOMASS,Connecticut,CT
Covanta Mid-Connecticut Energy,Covanta Energy,Hartford,41.7493,-72.6518,361218,445065,BIOMASS,Connecticut,CT
Covanta Wallingford Energy,Covanta Energy,New Haven,41.4339,-72.8361,59588,47875,BIOMASS,Connecticut,CT
Cytec 1 & 2 & 3,Connecticut Mun Elec Engy Coop,New Haven,41.434,-72.8362,407,383,OIL,Connecticut,CT
Derby Hydro,McCallum Enterprises I LP,Fairfield,41.2741,-73.3878,22854,0,HYDRO,Connecticut,CT
Devon Station,NRG Energy,New Haven,41.2083,-73.1092,8429,10896,OIL,Connecticut,CT
Exeter Energy LP,CMS Enterprises,Windham,41.7132,-71.8223,157673,168065,OTHRFOSL,Connecticut,CT
Falls Village,GDF-SUEZ Energy Resources,Litchfield,41.7926,-73.2449,30878,0,HYDRO,Connecticut,CT
Franklin Drive,NRG Energy,Litchfield,41.7994,-73.1156,807,878,OIL,Connecticut,CT
Goodwin Hydroelectric,Metropolitan Dist of Hartford,Hartford,41.9882,-73.0202,11685,0,HYDRO,Connecticut,CT
Hartford Hospital Cogeneration,Energy East NUGS,Hartford,41.8056,-72.7333,43514,22712,GAS,Connecticut,CT
Hartford Landfill Gas Utilization Proj,Fortistar LLC,Hartford,41.8056,-72.7333,13691,0,BIOMASS,Connecticut,CT
John Street 1 & 3 & 4 & 5,Connecticut Mun Elec Engy Coop,New Haven,41.4458,-72.8364,425,361,OIL,Connecticut,CT
Kinneytown New Old,Enel North America Inc,New Haven,41.4103,-72.9335,3496,0,HYDRO,Connecticut,CT
Lake Road Generating Plant,BG Group plc,Windham,41.8736,-71.8947,3567424,1529341,GAS,Connecticut,CT
Middletown,NRG Energy,Middlesex,41.5544,-72.5793,500714,448890,OIL,Connecticut,CT
Milford Power Project,Milford Power Co LLC,New Haven,41.2239,-73.1,2731935,1250628,GAS,Connecticut,CT
Millstone,Dominion Energy NUGs,New London,41.3107,-72.1677,16386142,0,NUCLEAR,Connecticut,CT
Montville Station,NRG Energy,New London,41.4281,-72.1019,91034,87671,OIL,Connecticut,CT
New Haven Harbor,PSEG Fossil,New Haven,41.2836,-72.9042,538776,559699,OIL,Connecticut,CT
New Milford Gas Recovery,Waste Management Inc,Litchfield,41.7926,-73.2449,5845,0,BIOMASS,Connecticut,CT
North Main Street,Norwich City of,New London,41.5269,-72.0631,317,376,OIL,Connecticut,CT
NRG Norwalk Harbor,NRG Energy,Fairfield,41.0732,-73.4098,289307,309737,OIL,Connecticut,CT
Pfizer Groton Plant,Pfizer,New London,41.3319,-72.0792,62457,11875,GAS,Connecticut,CT
PPL Wallingford Energy LLC,PPL Generation LLC,New Haven,41.4486,-72.8358,278184,166173,GAS,Connecticut,CT
Pratt & Whitney,United Technologies,Hartford,41.75,-72.6347,139433,45710,GAS,Connecticut,CT
Quinebaug Lower Project,Quinebaug Associates LLC,Windham,41.8274,-71.9891,5950,0,HYDRO,Connecticut,CT
Rainbow,Farmington River Power Company,Hartford,41.9156,-72.6927,26245,0,HYDRO,Connecticut,CT
Rocky River,GDF-SUEZ Energy Resources,Litchfield,41.5857,-73.4399,-2353,0,HYDRO,Connecticut,CT
Scotland Dam,GDF-SUEZ Energy Resources,Windham,41.6651,-72.1221,5782,0,HYDRO,Connecticut,CT
Shepaug,GDF-SUEZ Energy Resources,New Haven,41.3833,-73.1667,111246,0,HYDRO,Connecticut,CT
South Meadow,Northeast Generation Services Company,Hartford,41.7495,-72.6524,6170,7527,OIL,Connecticut,CT
Stevenson,GDF-SUEZ Energy Resources,Fairfield,41.3833,-73.1714,80327,0,HYDRO,Connecticut,CT
Stone Container Uncasville,Smurfit-Stone Corp,New London,41.4887,-72.103,13320,0,WSTHTOTPUR,Connecticut,CT
Taftville,GDF-SUEZ Energy Resources,New London,41.5725,-72.0458,5100,0,HYDRO,Connecticut,CT
Tenth Street,Norwich City of,New London,41.4887,-72.103,1729,0,HYDRO,Connecticut,CT
Torrington Terminal,NRG Energy,Litchfield,41.7761,-73.1219,702,821,OIL,Connecticut,CT
Versailles Mill,Cascades Boxboard Group Connecticut LLC,New London,41.6242,-72.0417,-43034,22464,,Connecticut,CT
Waterside Power LLC,Waterside Power LLC,Fairfield,41.0372,-73.5564,2829,2756,OIL,Connecticut,CT
Wheelabrator Bridgeport,Waste Management Inc,Fairfield,41.1625,-73.2083,494621,731434,BIOMASS,Connecticut,CT
Wheelabrator Lisbon,Waste Management Inc,New London,41.5838,-72.0416,115333,191992,BIOMASS,Connecticut,CT
Benning,GenOn Energy,Washington,38.8994,-76.9592,59555,77699,OIL,District of Colombia,DC
Buzzard Point,GenOn Energy,Washington,38.8678,-77.0117,15696,27340,OIL,District of Colombia,DC
AMERESCO Delaware Central,Ameresco Inc,Kent,39.0877,-75.5685,17277,0,BIOMASS,Delaware,DE
AMERESCO Delaware South,Ameresco Inc,Sussex,38.6645,-75.3982,30839,0,BIOMASS,Delaware,DE
Christiana,Calpine,New Castle,39.7302,-75.5371,176,493,OIL,Delaware,DE
Delaware City Plant,Valero Refining Co,New Castle,39.5936,-75.6337,972410,511846,OTHRFOSL,Delaware,DE
Delaware City 10,Calpine,New Castle,39.5881,-75.6341,219,367,OIL,Delaware,DE
Edge Moor,Calpine,New Castle,39.7372,-75.5033,1815336,1979241,COAL,Delaware,DE
Hay Road,Calpine,New Castle,39.7436,-75.5072,1576907,746846,GAS,Delaware,DE
Indian River Generating Station,NRG Energy,Sussex,38.5857,-75.2341,3818722,4197484,COAL,Delaware,DE
McKee Run,NAES Co,Kent,39.1748,-75.5455,19686,17132,OIL,Delaware,DE
NRG Energy Center Dover,NRG Energy,Kent,39.1467,-75.5461,132091,189544,COAL,Delaware,DE
Seaford,Seaford City of,Sussex,38.6645,-75.3982,-172,95,OIL,Delaware,DE
Seaford Delaware Plant,Koch Industries Inc,Sussex,38.6311,-75.6261,98754,58307,COAL,Delaware,DE
Van Sant Station,NAES Co,Kent,39.15,-75.5466,3484,1691,GAS,Delaware,DE
Warren F Sam Beasley Generation Station,Delaware Municipal Electric Corp,Kent,39.2798,-75.6246,48002,29130,GAS,Delaware,DE
West Station,Calpine,New Castle,39.7283,-75.6289,432,704,OIL,Delaware,DE
Anclote,Progress Energy Florida Inc,Pasco,28.1844,-82.7887,3289292,3098093,OIL,Florida,FL
Anheuser Busch Jacksonville,Anheuser-Busch Inc,Duval,30.3299,-81.6753,219,25013,GAS,Florida,FL
Arvah B Hopkins,Tallahassee City of,Leon,30.4522,-84.4,814564,579194,GAS,Florida,FL
Auburndale Peaker Energy Center,Calpine,Polk,28.0534,-81.8059,49540,34473,GAS,Florida,FL
Auburndale Power Partners,Calpine,Polk,28.0542,-81.8058,661649,289420,GAS,Florida,FL
Avon Park,Progress Energy Florida Inc,Highlands,27.5792,-81.4925,14093,15151,GAS,Florida,FL
Baptist Medical Center,Baptist Memorial Hospital,Duval,30.3156,-81.6644,39364,12445,GAS,Florida,FL
Bay Resource Management Center,Bay County Board-County Comm,Bay,30.2657,-85.5213,51872,153206,BIOMASS,Florida,FL
Bayboro,Progress Energy Florida Inc,Pinellas,27.7578,-82.6369,56474,60403,OIL,Florida,FL
Big Bend,Tampa Electric Co,Hillsborough,27.7944,-82.4036,8608877,10527925,COAL,Florida,FL
Brandy Branch,JEA,Duval,30.3206,-81.9486,1538478,694686,GAS,Florida,FL
Bryant Sugar House,United States Sugar Corp,Palm Beach,26.8445,-80.6201,17896,2160,BIOMASS,Florida,FL
Buckeye Florida LP,Buckeye Florida Ltd Partners,Taylor,30.0688,-83.5253,324831,12390,BIOMASS,Florida,FL
C D McIntosh Jr,Lakeland City of,Polk,28.0809,-81.9256,4003147,3473058,COAL,Florida,FL
C.H. Corn,Tallahassee City of,Leon,30.4635,-84.2785,5904,0,HYDRO,Florida,FL
Cane Island,Kissimmee Utility Authority,Osceola,28.2764,-81.533,1363443,658596,GAS,Florida,FL
Cape Canaveral,Florida Power & Light Co,Brevard,28.4694,-80.7642,2038009,1624478,GAS,Florida,FL
Cedar Bay Generating Company LP,Cogentrix Energy,Duval,30.4219,-81.6079,1835171,1423006,COAL,Florida,FL
Central District Wastewater Treat Plant,Miami-Dade County Services,Miami-Dade,25.6163,-80.5689,12923,0,BIOMASS,Florida,FL
Central Energy Plant,Reedy Creek Improvement Dist,Orange,28.4263,-81.5806,113322,56592,GAS,Florida,FL
Central Power & Lime,JP Morgan Chase,Hernando,28.5814,-82.4303,828424,849279,COAL,Florida,FL
CFI Plant City Phosphate Complex,CF Industries Inc,Hillsborough,28.1663,-82.1388,246806,130,WSTHTOTPUR,Florida,FL
Clewiston Sugar House,United States Sugar Corp,Hendry,26.7351,-80.9377,154605,3824,BIOMASS,Florida,FL
Covanta Lake County Energy,Covanta Energy,Lake,28.7397,-81.8894,88407,169560,BIOMASS,Florida,FL
Crist,Gulf Power Co,Escambia,30.5661,-87.2289,6358535,7338831,COAL,Florida,FL
Crystal River,Progress Energy Florida Inc,Citrus,28.9594,-82.7003,22008891,16105135,COAL,Florida,FL
CSL Gas Recovery,Bio-Energy Partners,Broward,26.1525,-80.4903,68187,0,BIOMASS,Florida,FL
Curtis H Stanton Energy Center,Southern Power Co,Orange,28.4881,-81.1675,2581454,1138296,GAS,Florida,FL
Cutler,Florida Power & Light Co,Miami-Dade,25.6321,-80.2989,107259,89937,GAS,Florida,FL
Cutrale Citrus Juices USA,Cutrale Citrus Juices USA Inc,Lake,28.7634,-81.7061,3624,4693,GAS,Florida,FL
Cutrale Citrus Juices USA,Cutrale Citrus Juices USA Inc,Polk,27.9459,-81.6999,22410,32024,GAS,Florida,FL
DeBary,Progress Energy Florida Inc,Volusia,28.9047,-81.3319,119766,121931,GAS,Florida,FL
Deerhaven Generating Station,Gainesville Regional Utilities,Alachua,29.7586,-82.3883,1549052,1752202,COAL,Florida,FL
DeSoto County Plant,LS Power Group,De Soto,27.2272,-81.8092,23382,15732,GAS,Florida,FL
Field Street,New Smyrna Beach Utilities Commission,Volusia,29.0213,-80.9949,-43,179,OIL,Florida,FL
Florida's Natural Growers,Citrus World Inc,Polk,27.9459,-81.6999,50772,16211,GAS,Florida,FL
Fort Myers,Florida Power & Light Co,Lee,26.6967,-81.7831,9669294,4155289,GAS,Florida,FL
G E Turner,Progress Energy Florida Inc,Volusia,28.8689,-81.2728,39624,48411,OIL,Florida,FL
G W Ivey,Homestead City of,Miami-Dade,25.4756,-80.4697,36907,26807,GAS,Florida,FL
Georgia Pacific Palatka Operations,Georgia Pacific,Putnam,29.6807,-81.6809,407081,51251,BIOMASS,Florida,FL
Girvin Landfill,JEA,Duval,30.3299,-81.6753,2786,0,BIOMASS,Florida,FL
H  L  Culbreath Bayside,Tampa Electric Co,Hillsborough,27.9072,-82.4231,7611980,3347511,GAS,Florida,FL
Hansel,Kissimmee Utility Authority,Osceola,28.2908,-81.4069,27836,20049,GAS,Florida,FL
Hardee Power Station,Invenergy,Hardee,27.6364,-81.9636,593431,305739,GAS,Florida,FL
Henry D King,Fort Pierce Utilities Auth,St Lucie,27.45,-80.3239,28962,24594,GAS,Florida,FL
Higgins,Progress Energy Florida Inc,Pinellas,28.0037,-82.6626,41093,41327,GAS,Florida,FL
Hillsborough County Resource Recovery,Covanta Energy,Hillsborough,27.9529,-82.3406,191639,347396,BIOMASS,Florida,FL
Hines Energy Complex,Progress Energy Florida Inc,Polk,27.7886,-81.8694,7901955,3321352,GAS,Florida,FL
Howard F Curren Advncd Wastewater Plant,Tampa Wastewater Department,Hillsborough,27.929,-82.3071,13459,0,BIOMASS,Florida,FL
Indian River,GenOn Energy,Brevard,28.4933,-80.7825,245195,210355,GAS,Florida,FL
Indian River Plant,Orlando Utilities Comm,Brevard,28.4933,-80.7825,26606,20894,GAS,Florida,FL
Indiantown Cogeneration LP,Cogentrix Energy,Martin,27.0393,-80.5144,2390798,2057685,COAL,Florida,FL
Intercession City,Progress Energy Florida Inc,Osceola,28.2628,-81.5486,762370,598148,GAS,Florida,FL
International Paper Pensacola,International Paper Co,Escambia,30.5966,-87.3264,331002,48313,BIOMASS,Florida,FL
J D Kennedy,JEA,Duval,30.3644,-81.6236,74004,47398,GAS,Florida,FL
J Woodruff,USCE-Mobile District,Gadsden,30.7092,-84.8614,148542,0,HYDRO,Florida,FL
Jefferson Smurfit Fernandina Beach,Smurfit-Stone Corp,Nassau,30.6833,-81.4592,610377,122614,BIOMASS,Florida,FL
John R Kelly,Gainesville Regional Utilities,Alachua,29.6467,-82.3219,209461,143555,GAS,Florida,FL
Lake Cogen Ltd,Atlantic Holdings LLC,Lake,28.9158,-81.676,424055,183044,GAS,Florida,FL
Lansing Smith,Gulf Power Co,Bay,30.2689,-85.7003,4696145,3803408,COAL,Florida,FL
Larsen Memorial,Lakeland City of,Polk,28.0797,-81.9228,134501,85975,GAS,Florida,FL
Lauderdale,Florida Power & Light Co,Broward,26.0681,-80.1983,4962215,2447511,GAS,Florida,FL
Lee County Solid Waste Energy,Covanta Energy,Lee,26.632,-81.7613,217706,383839,BIOMASS,Florida,FL
Manatee,Florida Power & Light Co,Manatee,27.6058,-82.3456,10438638,5751791,GAS,Florida,FL
Marathon Generating Plant,Florida Keys El Coop Assn Inc,Monroe,24.7111,-81.0927,559,721,OIL,Florida,FL
Martin,Florida Power & Light Co,Martin,27.0536,-80.5628,16840788,8857062,GAS,Florida,FL
McKay Bay Facility,Waste Management Inc,Hillsborough,27.8061,-82.3978,162315,323666,BIOMASS,Florida,FL
Miami Dade County Resource Recovery Fac,Covanta Energy,Miami-Dade,25.8353,-80.3563,288286,519830,BIOMASS,Florida,FL
Midulla Generating Station,Seminole Electric Coop Inc,Hardee,27.6417,-81.9625,979165,427673,GAS,Florida,FL
Mosaic Co Martlow Facility,Mosaic,Polk,27.8634,-81.9313,445353,0,WSTHTOTPUR,Florida,FL
Mosaic Co Mulberry Facility,Mosaic,Polk,27.9459,-81.6999,119422,0,WSTHTOTPUR,Florida,FL
Mosaic Co Tampa Facility,Mosaic,Hillsborough,27.605,-82.3475,244987,0,WSTHTOTPUR,Florida,FL
Mosiac New Wales Operations,Mosaic,Polk,27.8339,-82.0519,440630,0,WSTHTOTPUR,Florida,FL
Mosiac South Pierce Operations,Mosaic,Polk,27.7664,-81.9383,138613,0,WSTHTOTPUR,Florida,FL
Mulberry Cogeneration Facility,Northern Star Generation Services Co LLC,Polk,27.8489,-81.8775,412476,192283,GAS,Florida,FL
North County Regional Resource,Solid Waste Auth of Palm Beach,Palm Beach,26.7714,-80.1419,346976,445867,BIOMASS,Florida,FL
Northside Generating Station,JEA,Duval,30.4172,-81.5525,4570793,4939348,OIL,Florida,FL
Okeelanta Cogeneration,New Hope Power Partnership,Palm Beach,26.5769,-80.7469,515626,37117,BIOMASS,Florida,FL
Oleander Power Project LP,Southern Power Co,Brevard,28.3661,-80.7947,547075,361252,GAS,Florida,FL
Orange Cogeneration Facility,Northern Star Generation Services Co LLC,Polk,27.8708,-81.8253,399318,149652,GAS,Florida,FL
Orlando Cogen LP,Northern Star Generation Services Co LLC,Orange,28.4422,-81.4119,952023,439926,GAS,Florida,FL
Osceola,GenOn Energy,Osceola,28.1289,-81.0978,299042,199494,GAS,Florida,FL
Osprey Energy Center,Calpine,Polk,28.0525,-81.8083,2228787,1004670,GAS,Florida,FL
P L Bartow,Progress Energy Florida Inc,Pinellas,27.8613,-82.6012,1523309,1577416,OIL,Florida,FL
Partnership Station,Tampa Electric Co,Hillsborough,27.9253,-82.4414,2395,1579,GAS,Florida,FL
Pasco Cnty Solid Waste Resource Recovery,Pasco County,Pasco,28.3681,-82.5583,188953,341566,BIOMASS,Florida,FL
Pasco Cogen Ltd,Atlantic Holdings LLC,Pasco,28.3744,-82.1892,486948,239491,GAS,Florida,FL
Pea Ridge,Gulf Power Co,Santa Rosa,30.5928,-87.135,49837,29670,GAS,Florida,FL
Pensacola Florida Plant,Solutia Inc,Escambia,30.5958,-87.2525,354109,120360,GAS,Florida,FL
Phillips,Tampa Electric Co,Highlands,27.4439,-81.3633,31655,27955,OIL,Florida,FL
Pinellas County Resource Recovery,Veolia Energy,Pinellas,27.8733,-82.6741,406155,363885,BIOMASS,Florida,FL
Polk,Tampa Electric Co,Polk,27.7286,-81.9897,1902298,2051508,COAL,Florida,FL
Port Everglades,Florida Power & Light Co,Broward,26.0856,-80.1253,2793336,2433932,OIL,Florida,FL
Putnam,Florida Power & Light Co,Putnam,29.6283,-81.5856,907640,546655,GAS,Florida,FL
Rayonier Fernandina Mill,Plummer Forest Products Inc,Nassau,30.6612,-81.473,180241,6935,BIOMASS,Florida,FL
Rio Pinar,Progress Energy Florida Inc,Orange,28.5104,-81.3225,1007,1452,OIL,Florida,FL
Riviera,Florida Power & Light Co,Palm Beach,26.7653,-80.0528,1826438,1513762,OIL,Florida,FL
S O Purdom,Tallahassee City of,Wakulla,30.1619,-84.2014,1448602,704148,GAS,Florida,FL
Sanford,Florida Power & Light Co,Volusia,28.8419,-81.3256,11884150,5260991,GAS,Florida,FL
Santa Rosa Energy Center,Calpine,Santa Rosa,30.5661,-87.115,3905,1878,GAS,Florida,FL
Scholz,Gulf Power Co,Jackson,30.6689,-84.8869,411328,575381,COAL,Florida,FL
Seminole,Seminole Electric Coop Inc,Putnam,29.7333,-81.6339,9443651,9917578,COAL,Florida,FL
Shady Hills Generating Station,Shady Hills Power Co LLC,Pasco,28.3665,-82.5591,1055976,666152,GAS,Florida,FL
SI Group Energy LLC,SI Group Energy LLC,Jefferson,30.434,-83.8958,16317,1304,BIOMASS,Florida,FL
Smith Street,New Smyrna Beach Utilities Commission,Volusia,29.0608,-81.1897,-137,66,OIL,Florida,FL
South District Wastewater Treatment Plt,Miami-Dade County Services,Miami-Dade,25.6163,-80.5689,12854,0,BIOMASS,Florida,FL
South West Landfill,Gainesville Regional Utilities,Alachua,29.6761,-82.354,409,0,BIOMASS,Florida,FL
Springhill Gas Recovery,Waste Management Inc,Jackson,30.7988,-85.2128,34988,0,BIOMASS,Florida,FL
St Cloud,Orlando Utilities Comm,Osceola,28.0582,-81.1495,-323,133,,Florida,FL
St Johns River Power Park,JEA,Duval,30.4311,-81.5508,9639000,10401337,COAL,Florida,FL
St Josephs Hospital,St Joseph's Hospital,Hillsborough,27.929,-82.3071,2535,1030,GAS,Florida,FL
St Lucie,Florida Power & Light Co,St Lucie,27.3475,-80.2438,11389495,0,NUCLEAR,Florida,FL
Standby Generation Plant,Pensacola Christian College,Escambia,30.6989,-87.3693,28,14,GAS,Florida,FL
Stanton Energy Center,Orlando Utilities Comm,Orange,28.4836,-81.1686,6179814,6529104,COAL,Florida,FL
Stock Island,Key West City of Utility Board,Monroe,24.5636,-81.7342,19720,10207,OIL,Florida,FL
Stone Container Panama City Mill,Smurfit-Stone Corp,Bay,30.1417,-85.6208,243297,37071,BIOMASS,Florida,FL
Stone Container Seminole Mill,Smurfit-Stone Corp,Duval,30.4178,-81.5978,119981,19102,WSTHTOTPUR,Florida,FL
Suwannee River,Progress Energy Florida Inc,Suwannee,30.3764,-83.1806,416130,368633,GAS,Florida,FL
Suwannee River Chemical Complex,White Springs Agrici Chem Inc,Hamilton,30.4963,-82.9439,114296,0,WSTHTOTPUR,Florida,FL
Swift Creek Chemical Complex,White Springs Agrici Chem Inc,Hamilton,30.4963,-82.9439,110070,0,WSTHTOTPUR,Florida,FL
Telogia Power,Multitrade Biomass Holdings LLC,Liberty,30.3349,-84.8182,52784,3692,BIOMASS,Florida,FL
Tiger Bay,Progress Energy Florida Inc,Polk,27.7447,-81.85,850275,385595,GAS,Florida,FL
Tom G Smith,Lake Worth City of,Palm Beach,26.6125,-80.0678,26827,22857,GAS,Florida,FL
Tropicana Products Bradent,Tropicana Products Inc,Manatee,27.4694,-82.2999,196396,99699,GAS,Florida,FL
Turkey Point,Florida Power & Light Co,Miami-Dade,25.4356,-80.3308,23887040,3803593,NUCLEAR,Florida,FL
University of Florida,Progress Energy Florida Inc,Alachua,29.6397,-82.3486,354104,181812,GAS,Florida,FL
Vandolah Power Station,Northern Star Generation Services Co LLC,Hardee,27.5242,-81.9236,214731,135059,GAS,Florida,FL
Vero Beach Municipal Power Plant,Vero Beach City of,Indian River,27.6311,-80.3758,78805,51551,GAS,Florida,FL
Volusia Landfill Gas Utilization Project,Fortistar LLC,Volusia,29.0608,-81.1897,20522,0,BIOMASS,Florida,FL
W E Swoope,New Smyrna Beach Utilities Commission,Volusia,29.0608,-81.1897,-64,15,OIL,Florida,FL
Wheelabrator North Broward,Waste Management Inc,Broward,26.2878,-80.1581,403680,807208,BIOMASS,Florida,FL
Wheelabrator Ridge Energy,Waste Management Inc,Polk,28.0274,-81.8475,187676,78207,BIOMASS,Florida,FL
Wheelabrator South Broward,Waste Management Inc,Broward,26.0687,-80.1986,447611,797916,BIOMASS,Florida,FL
Winston,Lakeland City of,Polk,28.0413,-82.0119,2422,3276,OIL,Florida,FL
Allatoona,USCE-Mobile District,Bartow,34.1637,-84.7282,50564,0,HYDRO,Georgia,GA
Athens Regional Medical Center,Athens Regional Medical Center,Clarke,33.9559,-83.3683,15,251,OIL,Georgia,GA
Avondale Mills,Avondale Mills Inc,Richmond,33.3633,-82.0729,11618,0,HYDRO,Georgia,GA
Baconton Power Plant,Sowega Energy Resources,Mitchell,31.3869,-84.0819,32716,19015,GAS,Georgia,GA
Bainbridge,South Eastern Elec Devt Corp,Decatur,30.9111,-84.5472,614,855,OIL,Georgia,GA
Bank of America Plaza,BF ATL Realty Services LLC,Fulton,33.7932,-84.4621,47,397,OIL,Georgia,GA
Barnett Shoals,Georgia Power Co,Oconee,33.8328,-83.4367,1253,0,HYDRO,Georgia,GA
BJ Gas Recovery,Waste Management Inc,Gwinnett,33.9651,-84.0232,12808,0,BIOMASS,Georgia,GA
Blue Ridge,Tennessee Valley Authority,Fannin,34.8825,-84.2803,16037,0,HYDRO,Georgia,GA
Boulevard,Georgia Power Co,Chatham,32.0411,-81.145,-206,231,,Georgia,GA
Bowen,Georgia Power Co,Bartow,34.1256,-84.9192,22972903,23372626,COAL,Georgia,GA
Brunswick Cellulose,Brunswick Cellulose Inc,Glynn,31.1722,-81.5189,479815,21864,BIOMASS,Georgia,GA
Brunswick Plant,Ashland,Glynn,31.2401,-81.5459,15961,236,BIOMASS,Georgia,GA
Buford,USCE-Mobile District,Forsyth,34.1625,-84.0756,120643,0,HYDRO,Georgia,GA
Burton,Georgia Power Co,Rabun,34.7939,-83.5406,10899,0,HYDRO,Georgia,GA
Carters,USCE-Mobile District,Murray,34.6121,-84.6733,524564,0,HYDRO,Georgia,GA
Chattahoochee Energy Facility,Oglethorpe Power Corporation,Heard,33.407,-85.0387,1507405,653336,GAS,Georgia,GA
CNN Center,TBS Properties,Fulton,33.7932,-84.4621,0,9,,Georgia,GA
Crisp Plant,Crisp County Power Comm,Worth,31.8477,-83.9421,896,1614,COAL,Georgia,GA
Dahlberg,Southern Power Co,Jackson,34.0386,-83.3972,249986,177329,GAS,Georgia,GA
Dekalb Medical Center,Dekalb County Hospital Auth,De Kalb,33.7718,-84.2213,27,23,OIL,Georgia,GA
DeKalb Medical Center-Hillandale,Dekalb County Hospital Auth,De Kalb,33.7718,-84.2213,9,7,OIL,Georgia,GA
Doyle Generating Facility,Doyle I LLC,Walton,33.8376,-83.6996,50660,38138,GAS,Georgia,GA
Dublin Mill,SP Newsprint Co,Laurens,32.5036,-82.8443,207597,87268,COAL,Georgia,GA
Eagle & Phenix,Matthew D Swift WC Bradley Co,Muscogee,32.5052,-84.8679,2496,0,HYDRO,Georgia,GA
Edwin I Hatch,Georgia Power Co,Appling,31.9342,-82.3447,14248105,0,NUCLEAR,Georgia,GA
Effingham County Power Project,ArcLight Capital Partners,Effingham,32.2792,-81.2842,1160068,506874,GAS,Georgia,GA
Flint River,Georgia Power Co,Dougherty,31.6028,-84.1376,22269,0,HYDRO,Georgia,GA
Flint River Operations,Weyerhaeuser Co,Macon,32.2544,-84.0667,294835,3673,BIOMASS,Georgia,GA
Georgia Pacific Cedar Springs,Georgia Pacific,Early,31.166,-85.0951,547245,85363,BIOMASS,Georgia,GA
Georgia Pacific Center,GAMET,Fulton,33.7932,-84.4621,0,6,,Georgia,GA
Graniteville Enterprise Division,Augusta Canal Authority,Richmond,33.3633,-82.0729,5061,0,HYDRO,Georgia,GA
Hammond,Georgia Power Co,Floyd,34.2533,-85.3456,4825609,5216738,COAL,Georgia,GA
Harllee Branch,Georgia Power Co,Putnam,33.1942,-83.2994,10373819,9950550,COAL,Georgia,GA
Hartwell Energy LP,Oglethorpe Power Corporation,Hart,34.3387,-82.8207,211934,162313,GAS,Georgia,GA
Hartwell Lake,USCE-Savannah District,Hart,34.3564,-82.8219,251362,0,HYDRO,Georgia,GA
Heard County Power LLC,Oglethorpe Power Corporation,Heard,33.3577,-84.9912,50599,32676,GAS,Georgia,GA
High Shoals Hydro,Enel North America Inc,Morgan,33.5896,-83.4888,44,0,HYDRO,Georgia,GA
Inland Paperboard Packaging Rome,Temple-Inland Inc,Floyd,34.2528,-85.3275,433493,65930,BIOMASS,Georgia,GA
International Paper Augusta Mill,International Paper Co,Richmond,33.3217,-81.9564,452449,70678,BIOMASS,Georgia,GA
International Paper Savanna Mill,International Paper Co,Chatham,32.1047,-81.1222,878517,182567,BIOMASS,Georgia,GA
Jack McDonough,Georgia Power Co,Cobb,33.8244,-84.475,3772754,3911697,COAL,Georgia,GA
Kamin LLC Wrens Plant,Huber Corp,Jefferson,33.0573,-82.4182,1215,789,OIL,Georgia,GA
KGen Murray I and II LLC,Duke Energy Power Services,Murray,34.7094,-84.9182,1802001,855503,GAS,Georgia,GA
Kraft,Georgia Power Co,Chatham,32.1486,-81.1458,1282318,1662133,COAL,Georgia,GA
Lake Blackshear Project,Crisp County Power Comm,Worth,31.8475,-83.9419,27534,0,HYDRO,Georgia,GA
Lloyd Shoals,Georgia Power Co,Jasper,33.3206,-83.8419,34668,0,HYDRO,Georgia,GA
McIntosh,Georgia Power Co,Effingham,32.3558,-81.1683,737494,872629,COAL,Georgia,GA
McIntosh Combined Cycle Facility,Georgia Power Co,Effingham,32.3478,-81.1828,5523509,2393539,GAS,Georgia,GA
McManus,Georgia Power Co,Glynn,31.2125,-81.5458,17848,30349,OIL,Georgia,GA
Mid-Georgia Cogeneration Facility,Perennial Power Holdings,Houston,32.4853,-83.6036,274279,85262,GAS,Georgia,GA
Milstead,Enel North America Inc,Rockdale,33.6561,-84.0249,1193,0,HYDRO,Georgia,GA
Mitchell,Georgia Power Co,Dougherty,31.4444,-84.1322,562737,685696,COAL,Georgia,GA
Morgan Falls,Georgia Power Co,Fulton,33.9677,-84.3818,27292,0,HYDRO,Georgia,GA
MPC Generating,ArcLight Capital Partners,Walton,33.8122,-83.6954,16852,11735,GAS,Georgia,GA
Nacoochee,Georgia Power Co,Rabun,34.878,-83.4037,6417,0,HYDRO,Georgia,GA
Naval Submarine Base Kings Bay,Kings Bay Naval Base,Camden,30.9287,-81.6799,3789,3011,OIL,Georgia,GA
North Highlands,Georgia Power Co,Muscogee,32.4992,-84.9967,67197,0,HYDRO,Georgia,GA
Nottely,Tennessee Valley Authority,Union,34.9594,-84.0903,12179,0,HYDRO,Georgia,GA
